171,2,"半岩溶","Bànyánróng"
173,1,"脚洞（热带）","Jiǎodòng (rèdài)"
173,2,"边槽","Biāncáo"
174,1,"迷宫","Mígōng"
175,1,"洞内植物","Dòngnèi zhíwù"
175,2,"灯光植物","Dēngguāng zhíwù"
176,1,"平结","Píngjié"
177,1,"熔岩洞","Róngyándòng"
177,2,"熔岩管","Róngyánguǎn"
178,1,"发现","Fāxiàn"
178,2,"发掘","Fājué"
179,1,"立足点","Lìzúdiǎn"
181,1,"泥灰岩","Níhuīyán"
182,1,"大理石","Dàlǐshí"
183,1,"攀登","Pāndēng"
184,1,"攀登","Pāndēng"
185,1,"上升器","Shàngshēngqì"
186,1,"伸缩杆","Shēnsuōgān"
186,2,"攀登杆","Pāndēnggān"
187,1,"河曲","Héqū"
188,1,"胸式安全带","Xiōngshì ānquándài"
189,1,"（洞穴）救援","(Dòngxué)jiùyuán"
190,1,"潜水","Qiánshuǐ"
191,1,"潜水","Qiánshuǐ"
192,1,"石灰质的","Shíhuīzhíde"
192,2,"钙质的","Gàizhíde"
193,1,"石灰岩","Shíhuīyán"
193,2,"石灰石","Shíhuīshí"
193,3,"灰岩","Huīyán"
194,1,"石灰岩高原","Shíhuīyángāoyuán"
194,2,"石灰岩台地","Shíhuīyántáidì"
196,1,"蘑菇石","Mógūshí"
196,2,"缘岩","Yuányán"
196,3,"边缘沉积","Biānyuánchénjī"
196,4,"边石坝","Biānshíbà"
199,1,"螺栓","Luóshuān"
200,1,"溶解","Róngjiě"
200,2,"溶液","Róngyè"
201,1,"崩塌作用","Bēngtāzuòyòng"
201,2,"碎石堆","Suìshíduī"
201,3,"岩屑","Yánxiè"
202,1,"塌方","Tāfāng"
202,2,"陷落","Xiànluò"
203,1,"自我保护","Zìwǒbǎohù"
204,1,"自我救援","Zìwǒjiùyuán"
206,1,"古岩溶","Gǔ yánróng"
207,1,"石柱","Shízhù"
208,1,"连体服","Liántǐfú"
210,1,"岩架","Yánjià"
210,2,"岩脊","Yánjí"
211,1,"地下河溶洞","Dìxiàhé róngdòng"
212,1,"双重八字结","Shuāngchóng bāzìjié"
212,2,"双八字结","Shuāngbāzìjié"
213,1,"喀斯特边界","Kāsītèbiānjiè"
214,1,"攀索的波宾","Pānsuǒde bōbīn"
214,2,"攀索滚轴下降器","Pānsuǒ gǔnzhóuxiàjiàngqì"
216,1,"测线","Cèxiàn"
217,1,"岩溶盆地","Yánróngpéndì"
217,2,"灰岩盆地","Huīyánpéndì"
217,3,"溶蚀谷","Róngshígǔ"
217,4,"坡立谷","Pōlìgǔ"
218,1,"普鲁士结","Pǔlǔshìjié"
218,2,"普鲁士抓结","Pǔlǔshì zhuājié"
219,1,"抓绳攀登","Zhuāshéng pāndēng"
221,1,"安全绳","Ānquánshéng"
221,2,"吊索","Diàosuǒ"
222,1,"地层","Dìcéng"
222,2,"河床","Héchuáng"
223,1,"层面","Céngmiàn"
223,2,"层理面","Cénglǐmiàn"
224,1,"接合","Jiēhé"
224,2,"吻合","Wěnhé"
225,1,"层序列","Céngxùliè"
226,1,"电筒","Diàntǒng"
227,1,"泥","Ní"
227,2,"泥浆","Níjiāng"
228,1,"头盔","Tóukuī"
228,2,"安全帽","Ānquánmào"
229,1,"捻制绳","Niǎnzhìshéng"
230,1,"分流器","Fēnliúqì"
230,2,"旁路器","Pánglùqì"
231,1,"狭谷","Xiágǔ"
231,2,"裂隙","Lièxì"
231,3,"地缝","Dìfèng"
232,1,"塌陷漏斗","Tāxiànlòudǒu"
233,1,"鹅管","Éguǎn"
234,1,"牛角下降器","Niújiǎoxiàjiàngqì"
235,1,"岩钉","Yándīng"
235,2,"岩锥","Yánzhuī"
236,1,"二氧化碳","Èryǎnghuàtàn"
237,1,"碳酸","Tànsuān"
238,1,"沉水坑","Chénshuǐkēng"
238,2,"水坑","Shuǐkēng"
238,3,"虹吸管","Hóngxīguǎn"
239,1,"在虹吸管上的干燥通道","Zàihóngxīguǎnshàngde gānzàtōngdào"
241,1,"冲刷槽","Chōngshuācáo"
241,2,"阶地","Jiēdì"
242,1,"水平面","Shuǐpíngmiàn"
243,1,"双套结","Shuāngtàojié"
243,2,"丁香结","Dīngxiāngjié"
248,1,"峡谷","Xiágǔ"
249,1,"地下水","Dìxiàshuǐ"
249,2,"潜水","Qiánshuǐ"
250,1,"地下水位","Dìxiàshuǐwèi"
250,2,"潜水面","Qiánshuǐmiàn"
251,1,"崩塌洞穴","Bēngtādòngxué"
252,1,"坑道（人造）","Kēngdào (rénzào)"
253,1,"地质构造","Dìzhígòuzào"
253,2,"构造运动","Gòuzàoyùndòng"
254,1,"层理","Cénlǐ"
254,2,"基床","Jīchuáng"
255,1,"洞室","Dòngshì"
255,2,"洞厅","Dòngtīng"
258,1,"冲积锥","Chōngjīzhuī"
258,2,"倒石锥","Dǎoshízhuī"
258,3,"岩屑锥","Yánxièzhuī"
259,1,"灰岩残丘","Huīyáncánqiū"
260,1,"峰林","Fēnglín"
261,1,"横渡","Héngdù"
261,2,"横越","Héngyuè"
263,1,"堆积物","Duījīwù"
265,1,"腔体发展","Qiāngtǐ fāzhǎn"
266,1,"合成洼地","Héchéng wādì"
